NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,9.00202E-03,6.97434E-03,80.6474,58.5972E+06
2,9.00249E-03,3.97361E-03,77.2912,69.4969E+06
3,11.0032E-03,3.97402E-03,82.0069,68.8239E+06
4,11.0040E-03,-4.02759E-03,77.6107,129.007E+06
5,32.0142E-03,-4.02527E-03,168.901,8.74981E+06
6,32.0119E-03,10.9844E-03,189.133,7.34007E+06
7,9.00115E-03,10.9755E-03,83.9426,-691.278E+03
10,9.00206E-03,6.77428E-03,80.0851,59.1426E+06
11,9.00211E-03,6.50111E-03,79.6997,51.0074E+06
12,9.00218E-03,6.12810E-03,79.3043,53.2482E+06
13,9.00226E-03,5.61877E-03,78.8479,57.1237E+06
14,9.00237E-03,4.92328E-03,78.3364,64.7543E+06
15,10.0028E-03,3.97381E-03,79.7143,68.7302E+06
16,11.0033E-03,2.97378E-03,81.7974,83.753E+06
17,11.0035E-03,1.48516E-03,80.9285,98.6388E+06
18,11.0037E-03,-730.345E-06,79.8944,118.127E+06
19,14.0053E-03,-4.02725E-03,83.9448,120.669E+06
20,17.0065E-03,-4.02686E-03,91.5631,102.427E+06
21,20.0078E-03,-4.02645E-03,100.659,81.4481E+06
22,23.0091E-03,-4.02605E-03,111.611,59.0084E+06
23,26.0106E-03,-4.02571E-03,123.706,36.6238E+06
24,29.0122E-03,-4.02542E-03,139.348,17.1769E+06
25,32.0139E-03,-1.02352E-03,158.968,7.83902E+06
26,32.0135E-03,1.97800E-03,144.272,7.51139E+06
27,32.0133E-03,4.97973E-03,167.737,8.41607E+06
28,32.0129E-03,7.98192E-03,186.996,8.03883E+06
29,28.7923E-03,10.9830E-03,159.472,11.9925E+06
30,25.8975E-03,10.9817E-03,138.071,16.1446E+06
31,23.2947E-03,10.9805E-03,123.656,13.4238E+06
32,20.9544E-03,10.9795E-03,112.836,8.94307E+06
33,18.8501E-03,10.9786E-03,104.512,5.57941E+06
34,16.9579E-03,10.9779E-03,98.1625,3.39995E+06
35,15.2565E-03,10.9773E-03,93.2664,1.68158E+06
36,13.7266E-03,10.9768E-03,89.5962,938.400E+03
37,12.3509E-03,10.9764E-03,87.0340,900.192E+03
38,11.1139E-03,10.9760E-03,85.2338,767.899E+03
39,10.0015E-03,10.9758E-03,84.2325,-59.1446E+03
40,9.00140E-03,10.0100E-03,83.8212,-1.14981E+06
41,9.00160E-03,9.23890E-03,83.5496,-1.72411E+06
42,9.00175E-03,8.62310E-03,83.1887,-955.731E+03
43,9.00186E-03,8.13131E-03,82.7738,907.596E+03
44,9.00194E-03,7.73856E-03,82.3065,5.62117E+06
45,9.00200E-03,7.42490E-03,81.7833,10.2066E+06
46,9.00204E-03,7.17442E-03,81.3763,29.8605E+06
102,9.36998E-03,6.42686E-03,80.3708,51.1883E+06
103,9.62163E-03,7.80632E-03,82.6291,10.5122E+06
104,9.61324E-03,8.22120E-03,83.0431,4.44585E+06
105,9.49343E-03,6.09566E-03,80.2586,52.6537E+06
106,9.69490E-03,8.72032E-03,83.4547,1.12994E+06
107,9.64625E-03,5.58431E-03,80.0818,56.4730E+06
108,9.82055E-03,9.35191E-03,83.8324,41.0393E+03
109,9.82564E-03,4.88033E-03,79.8583,64.1371E+06
110,10.6162E-03,5.07624E-03,81.5751,61.3158E+06
111,12.9254E-03,3.82210E-03,85.7425,71.0870E+06
112,11.0283E-03,10.0426E-03,85.0385,1.63606E+06
113,12.3962E-03,9.71936E-03,86.9562,3.61986E+06
114,13.8691E-03,9.86943E-03,89.8484,3.41891E+06
115,9.46012E-03,6.96785E-03,81.3209,52.1425E+06
116,9.62242E-03,7.42514E-03,82.1576,24.6222E+06
117,9.53657E-03,6.65192E-03,80.9886,52.2423E+06
118,10.1289E-03,8.22643E-03,83.4305,9.54359E+06
119,10.2548E-03,5.77908E-03,81.3796,54.2155E+06
120,10.4128E-03,8.60930E-03,83.9225,6.84477E+06
121,12.0294E-03,5.15973E-03,84.4299,59.4551E+06
122,11.6862E-03,8.84574E-03,85.6286,9.04664E+06
123,13.1927E-03,8.67055E-03,88.2602,12.4692E+06
124,9.86715E-03,6.78732E-03,81.6686,44.3094E+06
125,9.90924E-03,6.26516E-03,81.1702,50.7545E+06
126,10.3214E-03,7.49181E-03,83.0014,27.1722E+06
127,11.3971E-03,5.71216E-03,83.5229,54.0589E+06
128,11.0805E-03,8.11305E-03,84.4118,17.2611E+06
129,13.9576E-03,9.04153E-03,89.9826,9.22402E+06
130,13.1245E-03,4.83629E-03,86.6090,60.7685E+06
131,12.4471E-03,8.24200E-03,86.6662,17.5647E+06
132,11.2312E-03,6.99397E-03,83.9764,35.7632E+06
133,10.8159E-03,6.24699E-03,82.7564,48.2437E+06
134,12.6720E-03,6.01656E-03,86.1797,49.7795E+06
135,14.2410E-03,3.07671E-03,88.3254,79.0205E+06
136,12.5519E-03,7.12855E-03,86.4269,33.7915E+06
137,15.3297E-03,9.61736E-03,93.3680,6.77460E+06
138,11.9990E-03,6.46175E-03,85.0316,43.8239E+06
139,14.3225E-03,3.93559E-03,88.9193,70.2276E+06
140,13.3598E-03,6.68705E-03,87.9426,41.1331E+06
141,13.2654E-03,5.58034E-03,87.2450,53.0107E+06
142,15.0017E-03,8.45257E-03,92.3399,17.6798E+06
143,15.6511E-03,5.20605E-03,92.9523,56.7961E+06
144,15.2840E-03,2.45142E-03,90.6501,80.9591E+06
145,13.9864E-03,1.00283E-03,86.6373,93.6878E+06
146,14.0585E-03,5.93123E-03,89.2096,48.8643E+06
147,13.0769E-03,2.70295E-03,85.5406,82.0766E+06
148,15.1577E-03,6.52472E-03,92.1693,42.4997E+06
149,15.7086E-03,3.83822E-03,92.4814,69.9610E+06
150,16.7065E-03,7.40430E-03,96.8326,32.8487E+06
151,17.2014E-03,5.49652E-03,97.6847,54.6586E+06
152,17.2963E-03,2.05715E-03,96.1337,77.8647E+06
153,17.0371E-03,9.24435E-03,98.2813,12.0153E+06
154,13.8986E-03,-1.32390E-03,85.1294,111.827E+06
155,21.2537E-03,8.80511E-03,113.696,21.0324E+06
156,18.9438E-03,7.30587E-03,104.194,36.3758E+06
157,17.0258E-03,276.484E-06,94.1948,87.6232E+06
158,19.0178E-03,9.04540E-03,104.949,16.0752E+06
159,16.9164E-03,-1.73210E-03,92.6175,97.5179E+06
