id,x,y
285,0.007136971,0.001916301
286,0.007787442,0.001567719
287,0.00882291,0.001662729
288,0.009501948,0.001737841
289,0.01046606,0.001873112
290,0.01121219,0.001717679
291,0.012259436,0.001917544
292,0.01319465,0.001751188
293,0.000847109,0.000833318
294,0.00185253,0.000860641
295,0.002804309,0.001130519
296,0.003559598,0.000916704
297,0.004570256,0.000807466
298,0.00528617,0.000971029
299,0.006222516,0.000880292
300,0.007093444,0.000821628
301,0.007854179,0.00087325
302,0.022666743,0.014454655
303,0.022630679,0.014418726
304,0.022593904,0.014382205
305,0.022556402,0.014345083
306,0.022518158,0.014307353
307,0.022479158,0.014269005
308,0.022439381,0.01423003
309,0.022398816,0.01419042
310,0.022357443,0.014150165
311,0.022315249,0.014109259
312,0.022272211,0.01406769
313,0.022228314,0.014025451
314,0.022183539,0.013982532
315,0.022137869,0.013938924
316,0.022091283,0.013894619
317,0.022043761,0.013849607
318,0.021995284,0.013803879
319,0.02194583,0.013757426
320,0.021895381,0.013710239
321,0.021791406,0.013613626
322,0.021737834,0.013564182
323,0.021683179,0.013513967
324,0.021627413,0.013462973
325,0.021570513,0.013411189
326,0.021512454,0.013358608
327,0.021453213,0.01330522
328,0.021392763,0.013251015
329,0.021331076,0.013195986
330,0.021268126,0.013140123
331,0.021203883,0.013083419
332,0.021138324,0.013025862
333,0.021071415,0.012967447
334,0.021003129,0.012908164
335,0.020862298,0.01278696
336,0.020789692,0.012725025
337,0.020715579,0.012662188
338,0.020639932,0.012598445
339,0.02056271,0.012533786
340,0.020483881,0.012468205
341,0.020403409,0.012401694
342,0.020321259,0.012334248
343,0.02023739,0.01226586
344,0.020151764,0.012196524
345,0.020064345,0.012126234
346,0.019883955,0.011982773
347,0.019790903,0.011909591
348,0.019695887,0.011835436
349,0.019598866,0.011760306
350,0.01949979,0.011684195
351,0.019398619,0.011607102
352,0.019295298,0.011529026
353,0.019189784,0.011449964
354,0.018971972,0.011288879
355,0.018859569,0.011206858
356,0.018744767,0.011123853
357,0.01862751,0.011039864
358,0.018507741,0.010954897
359,0.018385403,0.010868954
360,0.01826044,0.01078204
361,0.018002393,0.010605325
362,0.017869186,0.010515539
363,0.017733106,0.010424812
364,0.017594088,0.010333156
365,0.017452063,0.010240581
366,0.017306965,0.010147101
367,0.017158723,0.01005273
368,0.016852524,0.009861384
369,0.016694419,0.009764445
370,0.016532878,0.00966669
371,0.016367821,0.009568143
372,0.01619917,0.009468826
373,0.015850762,0.009268003
374,0.015670838,0.009166555
375,0.015486987,0.009064461
376,0.015299122,0.008961757
377,0.015107154,0.008858482
378,0.014710542,0.008650391
379,0.014505711,0.008545667
380,0.014296403,0.008440556
381,0.014082521,0.008335114
382,0.013640634,0.008123465
383,0.013412424,0.008017384
384,0.013179233,0.007911225
385,0.012697479,0.007698961
386,0.012448699,0.007593016
387,0.012194504,0.007487309
388,0.011934781,0.00738193
389,0.011398299,0.007172552
390,0.011121307,0.00706876
391,0.010838326,0.006965716
392,0.010253922,0.00676235
393,0.009952259,0.006662286
394,0.009644128,0.006563483
395,0.009007974,0.006370252
396,0.008679705,0.006276136
397,0.008002174,0.00609375
398,0.007652667,0.006005841
399,0.00693156,0.005837563
400,0.006559719,0.005757611
401,0.006180195,0.005680743
402,0.005397629,0.005537205
403,0.004994361,0.005471034
404,0.004163302,0.005351216
405,0.003298854,0.005250012
406,0.002853865,0.005207154
407,0.00193791,0.005138569
408,0.001466784,0.00511354
409,0.000497886,0.005083863
410,0,0.004572
411,0,0.003556
412,0,0.00254
413,0,0.001524
414,0,0.000508
415,0.028380942,0.007127323
416,0.028336182,0.007103353
417,0.02829071,0.007079051
418,0.028244512,0.007054413
419,0.028197577,0.007029435
420,0.028149894,0.007004112
421,0.028101448,0.006978442
422,0.028052229,0.00695242
423,0.028002225,0.006926042
424,0.027951419,0.006899303
425,0.027899804,0.0068722
426,0.027847361,0.00684473
427,0.02779408,0.006816887
428,0.027739946,0.006788668
429,0.027684944,0.006760068
430,0.027629061,0.006731084
431,0.027572282,0.006701712
432,0.027514592,0.006671947
433,0.027455976,0.006641784
434,0.02739642,0.006611221
435,0.027274422,0.006548876
436,0.027211949,0.006517085
437,0.027148472,0.006484877
438,0.027083973,0.006452248
439,0.027018435,0.006419193
440,0.026951842,0.006385709
441,0.026884176,0.006351791
442,0.026815418,0.006317435
443,0.026745554,0.006282638
444,0.026674559,0.006247396
445,0.026602421,0.006211703
446,0.026529117,0.006175558
447,0.026454626,0.006138955
448,0.026378932,0.00610189
449,0.026302014,0.006064362
450,0.026144421,0.005987895
451,0.026063705,0.005948949
452,0.025981681,0.005909524
453,0.025898326,0.005869616
454,0.025813619,0.005829222
455,0.025727535,0.005788338
456,0.025640054,0.005746961
457,0.02555115,0.005705088
458,0.0254608,0.005662716
459,0.025368981,0.005619843
460,0.025275668,0.005576463
461,0.025180833,0.005532577
462,0.024986504,0.00544327
463,0.024886953,0.005397846
464,0.024785779,0.005351904
465,0.024682952,0.005305442
466,0.024578445,0.00525846
467,0.024472229,0.005210954
468,0.024364274,0.005162924
469,0.024254553,0.005114368
470,0.024143037,0.005065285
471,0.023914486,0.004965534
472,0.023797393,0.004914864
473,0.023678377,0.004863666
474,0.023557408,0.004811937
475,0.023434449,0.00475968
476,0.023309469,0.004706894
477,0.023182435,0.00465358
478,0.023053309,0.004599739
479,0.022922058,0.004545373
480,0.02265303,0.004435073
481,0.02251518,0.004379143
482,0.022375055,0.004322696
483,0.022232616,0.004265738
484,0.022087826,0.00420827
485,0.021940643,0.004150298
486,0.021791026,0.004091825
487,0.021484327,0.003973399
488,0.021327158,0.003913458
489,0.021167386,0.003853039
490,0.021004967,0.003792151
491,0.020839855,0.003730801
492,0.020672005,0.003668997
493,0.0203279,0.003544064
494,0.02015155,0.003480956
495,0.019972272,0.003417434
496,0.019790014,0.00335351
497,0.019604728,0.003289197
498,0.019224856,0.003159458
499,0.019030167,0.003094061
500,0.018832237,0.003028333
501,0.018631013,0.002962292
502,0.018426437,0.002895956
503,0.018007005,0.002762473
504,0.017792033,0.002695367
505,0.017573478,0.002628049
506,0.017351281,0.00256054
507,0.016895713,0.002425054
508,0.016662216,0.002357129
509,0.016424827,0.002289121
510,0.016183481,0.00222106
511,0.01568865,0.002084906
512,0.015435031,0.00201688
513,0.015177186,0.001948937
514,0.014915044,0.001881115
515,0.014377589,0.001745993
516,0.014102131,0.001678778
517,0.013822089,0.001611855
518,0.013247954,0.001479074
519,0.012953709,0.001413318
520,0.012654577,0.001348057
521,0.012041336,0.001219247
522,0.01172707,0.001155819
523,0.011407597,0.001093126
524,0.01075271,0.000970219
525,0.010417129,0.000910146
526,0.010076012,0.000851093
527,0.009376827,0.000736367
528,0.009018588,0.00068086
529,0.008284383,0.000574001
530,0.007908242,0.000522837
531,0.007137438,0.000425538
532,0.006742597,0.000379613
533,0.005933587,0.000293772
534,0.005519238,0.000254091
535,0.004670399,0.000181835
536,0.004235729,0.000149524
537,0.003345433,9.32E-05
538,0.002889628,6.95E-05
539,0.001956256,3.19E-05
540,0.001478511,1.82E-05
541,0.000500469,2.08E-06
542,0.028491667,0.007217632
543,0.028558333,0.007284298
544,0.028625,0.01269
545,0.028625,0.012360918
546,0.028625,0.011603962
547,0.028625,0.011169602
548,0.028625,0.010170482
549,0.028625,0.009171363
550,0.028625,0.008737003
551,0.028625,0.007980047
552,0.028625,0.007650965
553,0.02848918,0.01312582
554,0.028359547,0.013255453
555,0.028235819,0.013379181
556,0.028117728,0.013497273
557,0.028005015,0.013609984
558,0.027794762,0.013820238
559,0.027696762,0.013918239
560,0.027603226,0.014011774
561,0.027513951,0.014101048
562,0.027428744,0.014186256
563,0.027347418,0.014267582
564,0.027269796,0.014345204
565,0.027195711,0.014419289
566,0.022802107,0.01449
567,0.022912666,0.01449
568,0.023034895,0.01449
569,0.02317003,0.01449
570,0.023319431,0.01449
571,0.023484606,0.01449
572,0.02366722,0.01449
573,0.02409232,0.01449
574,0.024339095,0.01449
575,0.024611922,0.01449
576,0.025215186,0.01449
577,0.025488013,0.01449
578,0.025734786,0.01449
579,0.026159888,0.01449
580,0.026342502,0.01449
581,0.026507676,0.01449
582,0.026657078,0.01449
583,0.026792213,0.01449
584,0.026914442,0.01449
585,0.027024999,0.01449
586,0.028403625,0.007292386
587,0.028367562,0.007226848
588,0.028292242,0.007223364
589,0.022662541,0.014368026
590,0.028248098,0.007132702
591,0.022625627,0.014336876
592,0.028202394,0.007107507
593,0.02259066,0.014302137
594,0.028155642,0.007081646
595,0.022554686,0.014266446
596,0.02810801,0.007055291
597,0.028059242,0.007028688
598,0.022516793,0.014229556
599,0.028009249,0.007001878
600,0.022477295,0.014191472
601,0.027958849,0.00697516
602,0.022437148,0.014152036
603,0.027908213,0.006948722
604,0.022396747,0.014111554
605,0.027856845,0.006922171
606,0.02235565,0.01407013
607,0.027804276,0.00689504
608,0.022313435,0.014027856
609,0.027750788,0.006867234
610,0.027696557,0.006838883
611,0.022270046,0.013984867
612,0.027641613,0.006810162
613,0.0222256,0.013941225
614,0.027585888,0.006781199
615,0.022180207,0.013896914
616,0.02752927,0.006752086
617,0.022133922,0.013851906
618,0.027471583,0.006722842
619,0.022086766,0.013806176
620,0.02741275,0.006693352
621,0.022038724,0.013759707
622,0.027352944,0.006663473
623,0.027292207,0.006633192
624,0.021989765,0.013712492
625,0.027230425,0.006602488
626,0.021939844,0.013664529
627,0.027167624,0.006571355
628,0.021888917,0.01361582
629,0.027103778,0.006539772
630,0.021836951,0.013566362
631,0.027038857,0.006507787
632,0.021783914,0.013516145
633,0.02697289,0.006475521
634,0.021729786,0.013465155
635,0.026905838,0.006442955
636,0.026837669,0.006410075
637,0.021674549,0.013413375
638,0.026768347,0.006376814
639,0.021618186,0.013360789
640,0.026697863,0.006343117
641,0.02156068,0.01330738
642,0.026626216,0.006308963
643,0.021502012,0.013253128
644,0.026553404,0.006274345
645,0.021442154,0.013198024
646,0.026479418,0.00623927
647,0.021381117,0.013142055
648,0.026404239,0.006203741
649,0.026327854,0.006167759
650,0.021318877,0.01308517
651,0.026250243,0.006131321
652,0.021255383,0.013027351
653,0.026171383,0.006094419
654,0.021190593,0.012968618
655,0.026091261,0.006057046
656,0.021124467,0.012908991
657,0.026009893,0.006019181
658,0.021056961,0.012848478
659,0.025927357,0.005980767
660,0.020988038,0.01278708
661,0.025843713,0.005941761
662,0.028434329,0.007378615
663,0.028456215,0.00749032
664,0.025758933,0.005902096
665,0.020917662,0.012724801
666,0.025672982,0.005861788
667,0.020845803,0.012661659
668,0.025585692,0.005820968
669,0.020772437,0.012597718
670,0.025496794,0.005779774
671,0.026986312,0.014359277
672,0.020697538,0.01253307
673,0.025406189,0.005738432
674,0.02062113,0.012467751
675,0.025313905,0.005697072
676,0.020543244,0.012401589
677,0.025219992,0.005655695
678,0.027049936,0.014232154
679,0.025124356,0.005614028
680,0.020463917,0.012334187
681,0.025027063,0.00557181
682,0.020382982,0.012265146
683,0.024928128,0.005528905
684,0.027253451,0.014177913
685,0.020300468,0.012194565
686,0.022836762,0.014398025
687,0.026878815,0.014361664
688,0.024827566,0.005485287
689,0.020216325,0.012122721
690,0.024725363,0.005440989
691,0.02013034,0.012050048
692,0.024621513,0.00539609
693,0.027348645,0.014087017
694,0.024515992,0.005350685
695,0.024408782,0.005304776
696,0.024299992,0.00525822
697,0.027436372,0.014000321
698,0.024189692,0.005210829
699,0.022942364,0.014387123
700,0.026754689,0.0143563
701,0.019770829,0.011752912
702,0.024077829,0.005162591
703,0.01967625,0.011675905
704,0.023964394,0.005113739
705,0.027524591,0.013912915
706,0.019578654,0.011597321
707,0.023849296,0.005064471
708,0.019477285,0.011516956
709,0.023732374,0.005015138
710,0.0236135,0.004965889
711,0.019372616,0.011435821
712,0.027615352,0.013823311
713,0.023492564,0.004916688
714,0.019265521,0.011354213
715,0.023063406,0.014373384
716,0.026616031,0.014346211
717,0.019156573,0.011272088
718,0.023243669,0.00481705
719,0.019045875,0.011189472
720,0.023115452,0.004765719
721,0.022984736,0.004713515
722,0.018821953,0.011022423
723,0.022851594,0.00466077
724,0.02271609,0.004607586
725,0.018707195,0.010937936
726,0.022578314,0.004553923
727,0.023198981,0.014359416
728,0.026462382,0.014333991
729,0.018590326,0.010852433
730,0.022438468,0.004499717
731,0.027904155,0.013524029
732,0.01847071,0.010765579
733,0.022296883,0.004444839
734,0.018348243,0.010677359
735,0.022153821,0.004389126
736,0.018223008,0.010587674
737,0.022009516,0.004332463
738,0.027999474,0.013406561
739,0.021863729,0.00427504
740,0.018094735,0.010496582
741,0.01994082,0.011748411
742,0.023349917,0.014345342
743,0.026293321,0.014321328
744,0.021565633,0.004159228
745,0.028089328,0.013278414
746,0.021412671,0.004101557
747,0.017691927,0.01021521
748,0.021256037,0.00404526
749,0.017551417,0.010118834
750,0.021095613,0.003990492
751,0.028173152,0.01313891
752,0.017407609,0.010021092
753,0.020932524,0.003936151
754,0.017260646,0.009922327
755,0.020599647,0.003822523
756,0.017110815,0.009822669
757,0.023517512,0.014330765
758,0.026109083,0.014308727
759,0.02824894,0.012986606
760,0.020427905,0.003762607
761,0.01695885,0.009720713
762,0.027709674,0.013730384
763,0.02025266,0.003701171
764,0.016803587,0.009613112
765,0.020075005,0.003639227
766,0.019894766,0.003577382
767,0.019711478,0.003515769
768,0.019524697,0.003454149
769,0.016292075,0.009301604
770,0.023701483,0.014315739
771,0.025908032,0.014296412
772,0.019334322,0.003391992
773,0.016116604,0.009203334
774,0.015940797,0.00910263
775,0.018946281,0.003266924
776,0.015762094,0.008999484
777,0.018746359,0.003204412
778,0.015579198,0.008894589
779,0.018542275,0.003141298
780,0.015391555,0.008788243
781,0.01833478,0.003077735
782,0.018123964,0.003013738
783,0.015199492,0.008680549
784,0.025688732,0.01428577
785,0.02390215,0.014301038
786,0.017910015,0.002949279
787,0.015003265,0.008570483
788,0.017693134,0.002884648
789,0.014802242,0.008456613
790,0.017473115,0.00281993
791,0.014596563,0.008340816
792,0.017249784,0.002754933
793,0.014386688,0.008229118
794,0.017023262,0.002689792
795,0.014169782,0.008126526
796,0.016793396,0.00262441
797,0.024122948,0.014289115
798,0.025449544,0.014279563
799,0.013947009,0.008027508
800,0.016323792,0.002492277
801,0.013723159,0.007926885
802,0.016084673,0.002425182
803,0.013497857,0.007822059
804,0.015842456,0.002357697
805,0.0132703,0.00771422
806,0.013040076,0.007604422
807,0.015347832,0.002225812
808,0.012807,0.007489198
809,0.01509533,0.002161854
810,0.024364781,0.01428251
811,0.025188755,0.014278528
812,0.014838601,0.00209948
813,0.012571311,0.007359962
814,0.014577426,0.002038975
815,0.01233291,0.00720524
816,0.014311081,0.001979737
817,0.012069915,0.006990726
818,0.014039957,0.001921553
819,0.011740014,0.006930034
820,0.01376325,0.001864073
821,0.013481274,0.00180701
822,0.028309446,0.012820387
823,0.011166962,0.006772238
824,0.024627576,0.014280764
825,0.024908627,0.0142806
826,0.028297702,0.007265777
827,0.028252587,0.007208035
828,0.022683404,0.014324468
829,0.028207142,0.007186361
830,0.022594418,0.014220718
831,0.028114222,0.00713427
832,0.028067198,0.007106651
833,0.022555122,0.014187377
834,0.028018691,0.007078943
835,0.022514505,0.014152306
836,0.027968092,0.007051782
837,0.022475271,0.01411364
838,0.027916428,0.007026192
839,0.022436839,0.014072857
840,0.027865036,0.007001577
841,0.022397293,0.014030718
842,0.027813902,0.006975755
843,0.022355806,0.013987517
844,0.027761279,0.006948115
845,0.027707785,0.006919457
846,0.022312665,0.013943649
847,0.027653528,0.006890483
848,0.022268314,0.013899196
849,0.027598552,0.00686148
850,0.022223042,0.013854125
851,0.027542841,0.006832537
852,0.022176987,0.013808377
853,0.027486293,0.006803665
854,0.02213019,0.013761904
855,0.027428683,0.006774765
856,0.022082614,0.01371467
857,0.02736976,0.006745576
858,0.02730998,0.006716001
859,0.022034185,0.013666668
860,0.027249293,0.006686138
861,0.021984818,0.013617904
862,0.027187608,0.006655925
863,0.021934442,0.013568388
864,0.027124871,0.006625306
865,0.021883011,0.013518126
866,0.02706093,0.006594337
867,0.021830492,0.013467107
868,0.026995745,0.006563202
869,0.026929392,0.00653188
870,0.021776872,0.013415316
871,0.026861953,0.006500444
872,0.021722136,0.013362742
873,0.026793268,0.006468686
874,0.021666283,0.013309374
875,0.026723357,0.006436501
876,0.021609299,0.013255177
877,0.026652243,0.006403839
878,0.021551145,0.013200119
879,0.026579946,0.006370697
880,0.02149188,0.013144225
881,0.026506472,0.00633709
882,0.026431821,0.006303036
883,0.021431552,0.013087417
884,0.026355984,0.00626855
885,0.021370109,0.013029582
886,0.026278939,0.006233637
887,0.021307465,0.012970694
888,0.026200661,0.006198286
889,0.021243535,0.01291079
890,0.02612113,0.006162469
891,0.022706874,0.014386194
892,0.021178266,0.012849931
893,0.026040342,0.006126164
894,0.021111591,0.012788158
895,0.025958391,0.006089297
896,0.025875405,0.006051766
897,0.021043455,0.012725509
898,0.025791494,0.006013465
899,0.020973826,0.012662008
900,0.025706714,0.005974364
901,0.020902686,0.012597715
902,0.025620962,0.005934536
903,0.020829987,0.01253278
904,0.025533931,0.005894264
905,0.02075577,0.012467479
906,0.025445173,0.005853957
907,0.020680144,0.012402017
908,0.025354574,0.005813995
909,0.025262004,0.005774494
910,0.020603342,0.012336168
911,0.025167592,0.005735236
912,0.02052548,0.012268919
913,0.02507115,0.005695662
914,0.027103867,0.014103253
915,0.020446211,0.012199167
916,0.02497289,0.005655332
917,0.020365661,0.012127104
918,0.024872948,0.005614084
919,0.020283522,0.012052912
920,0.02477137,0.005571942
921,0.027188253,0.014052164
922,0.024668185,0.005529048
923,0.026957512,0.014232138
924,0.024563426,0.005485594
925,0.022959171,0.014279516
926,0.026851812,0.014230594
927,0.02445708,0.005441727
928,0.027273212,0.013981354
929,0.024349054,0.005397392
930,0.019010535,0.011007292
931,0.024239391,0.005352296
932,0.024128279,0.005306184
933,0.028302789,0.007334982
934,0.027358191,0.013899227
935,0.019756857,0.011589672
936,0.024015918,0.005259146
937,0.023902353,0.005211406
938,0.019657815,0.01150967
939,0.023787385,0.005163453
940,0.019553552,0.011427141
941,0.023078036,0.014255333
942,0.02672796,0.014218246
943,0.027443813,0.013814066
944,0.023670802,0.005116014
945,0.019446448,0.011343875
946,0.023552153,0.005069233
947,0.019337999,0.011260262
948,0.020200389,0.011976798
949,0.020030672,0.011823633
950,0.023369303,0.004867222
951,0.023051187,0.004880106
952,0.018934133,0.011106473
953,0.021788383,0.004400617
954,0.022918755,0.004829825
955,0.026587788,0.014197454
956,0.023212861,0.014230448
957,0.02278374,0.004778747
958,0.027797382,0.01344699
959,0.027531715,0.013728043
960,0.022646163,0.004726935
961,0.018787937,0.010836422
962,0.022506341,0.004674492
963,0.018674072,0.010750188
964,0.022364611,0.004621497
965,0.018557005,0.010662478
966,0.022221519,0.004567767
967,0.019228777,0.011176285
968,0.018437224,0.010573201
969,0.022077657,0.004513041
970,0.02193358,0.004457148
971,0.018314341,0.010481959
972,0.023364095,0.014204661
973,0.02643184,0.014175161
974,0.018187994,0.010388844
975,0.017963048,0.010404192
976,0.019851117,0.011668334
977,0.027928853,0.013202583
978,0.027621716,0.013640884
979,0.017828742,0.010310376
980,0.021188242,0.004180125
981,0.02797666,0.013060628
982,0.021026572,0.004132626
983,0.017652143,0.009999392
984,0.020860711,0.004086093
985,0.023531424,0.014175786
986,0.026262147,0.014151728
987,0.017509641,0.009897442
988,0.017363967,0.009794899
989,0.020767259,0.003880376
990,0.028014438,0.01290295
991,0.021342987,0.004231988
992,0.017216707,0.00969271
993,0.020354232,0.003916851
994,0.017068351,0.009590859
995,0.020177247,0.003855292
996,0.016918458,0.009482599
997,0.019998247,0.00379484
998,0.01981673,0.003735489
999,0.023714498,0.014143212
1000,0.026078895,0.014126128
1001,0.019632112,0.003676754
1002,0.019443838,0.003617869
1003,0.021493906,0.004287151
1004,0.019252021,0.003558376
