NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,32.0692E-03,-4.00862E-03,530.545,1.67748E+06
2,29.1537E-03,-4.00849E-03,528.921,1.56517E+06
3,26.2382E-03,-4.00843E-03,528.061,-914.823E+03
4,23.3228E-03,-4.00841E-03,527.388,-385.526E+03
5,20.4074E-03,-4.00842E-03,526.767,2.36803E+06
6,17.4920E-03,-4.00844E-03,526.188,4.15274E+06
7,14.5766E-03,-4.00846E-03,525.641,4.98587E+06
8,11.6613E-03,-4.00850E-03,524.860,5.50539E+06
9,8.74595E-03,-4.00853E-03,523.836,6.19374E+06
10,5.83063E-03,-4.00855E-03,523.120,6.73102E+06
11,2.91531E-03,-4.00856E-03,522.847,6.90783E+06
12,-97.6718E-39,-4.00857E-03,522.670,6.68090E+06
13,32.0690E-03,-7.34922E-03,525.346,1.78433E+06
14,29.1536E-03,-7.34909E-03,524.578,1.80408E+06
15,26.2381E-03,-7.34904E-03,523.863,2.92193E+06
16,23.3227E-03,-7.34904E-03,523.216,4.65494E+06
17,20.4074E-03,-7.34905E-03,522.612,5.51991E+06
18,17.4920E-03,-7.34907E-03,522.034,6.00898E+06
19,14.5767E-03,-7.34910E-03,521.448,6.09817E+06
20,11.6613E-03,-7.34912E-03,520.840,6.03141E+06
21,8.74597E-03,-7.34914E-03,520.254,6.18359E+06
22,5.83064E-03,-7.34915E-03,519.764,6.45227E+06
23,2.91532E-03,-7.34916E-03,519.449,6.50666E+06
24,-5.92016E-36,-7.34917E-03,519.332,6.30215E+06
25,32.0688E-03,-10.6897E-03,519.695,6.03751E+06
26,29.1534E-03,-10.6896E-03,519.477,4.62072E+06
27,26.2380E-03,-10.6896E-03,518.895,9.49678E+06
28,23.3227E-03,-10.6896E-03,518.307,12.2013E+06
29,20.4073E-03,-10.6896E-03,517.729,13.7829E+06
30,17.4920E-03,-10.6896E-03,517.165,14.7149E+06
31,14.5767E-03,-10.6896E-03,516.620,15.2854E+06
32,11.6613E-03,-10.6896E-03,516.102,15.6603E+06
33,8.74598E-03,-10.6896E-03,515.638,15.9748E+06
34,5.83065E-03,-10.6896E-03,515.265,16.2116E+06
35,2.91533E-03,-10.6896E-03,515.018,16.3655E+06
36,-1.60751E-36,-10.6896E-03,514.906,16.3866E+06
37,32.0687E-03,-14.0300E-03,514.780,8.09654E+06
38,29.1533E-03,-14.0300E-03,513.794,5.62003E+06
39,26.2380E-03,-14.0300E-03,513.259,11.6794E+06
40,23.3227E-03,-14.0300E-03,512.701,15.9460E+06
41,20.4073E-03,-14.0300E-03,512.139,19.3609E+06
42,17.4920E-03,-14.0300E-03,511.590,21.8680E+06
43,14.5767E-03,-14.0300E-03,511.064,23.6217E+06
44,11.6613E-03,-14.0300E-03,510.577,24.8109E+06
45,8.74599E-03,-14.0300E-03,510.149,25.5928E+06
46,5.83065E-03,-14.0300E-03,509.811,26.0815E+06
47,2.91533E-03,-14.0300E-03,509.587,26.3630E+06
48,-4.83043E-33,-14.0300E-03,509.488,26.4899E+06
