NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,32.0006E-03,40.4700E-03,28.4913,7.86110E+06
2,29.0914E-03,40.4700E-03,27.5262,1.34515E+06
3,26.1821E-03,40.4700E-03,25.2211,7.94127E+06
4,23.2730E-03,40.4700E-03,22.8504,14.4986E+06
5,20.3639E-03,40.4700E-03,21.3808,15.6243E+06
6,17.4547E-03,40.4700E-03,20.6226,13.1641E+06
7,14.5456E-03,40.4700E-03,20.2685,12.7037E+06
8,11.6365E-03,40.4700E-03,20.1131,12.3330E+06
9,8.72739E-03,40.4700E-03,20.0476,11.7522E+06
10,5.81826E-03,40.4700E-03,20.0209,11.3493E+06
11,2.90913E-03,40.4700E-03,20.0106,11.0823E+06
12,-13.6948E-33,40.4700E-03,20.0073,11.0737E+06
13,32.0008E-03,37.1367E-03,33.6394,4.52758E+06
14,29.0914E-03,37.1366E-03,31.1551,3.54895E+06
15,26.1821E-03,37.1366E-03,26.2408,9.94033E+06
16,23.2730E-03,37.1366E-03,23.1359,14.6988E+06
17,20.3639E-03,37.1366E-03,21.4648,15.6200E+06
18,17.4547E-03,37.1366E-03,20.6494,12.8211E+06
19,14.5456E-03,37.1367E-03,20.2775,11.8872E+06
20,11.6365E-03,37.1367E-03,20.1161,11.4284E+06
21,8.72738E-03,37.1367E-03,20.0487,10.8758E+06
22,5.81826E-03,37.1367E-03,20.0213,10.4152E+06
23,2.90913E-03,37.1367E-03,20.0107,10.1842E+06
24,19.5200E-36,37.1367E-03,20.0073,10.1183E+06
25,32.0010E-03,33.8032E-03,57.5473,886.642E+03
26,29.0914E-03,33.8031E-03,37.3083,8.12996E+06
27,26.1821E-03,33.8031E-03,28.0347,12.9597E+06
28,23.2730E-03,33.8031E-03,23.6884,15.6592E+06
29,20.3638E-03,33.8032E-03,21.6492,15.4891E+06
30,17.4547E-03,33.8033E-03,20.7128,12.2408E+06
31,14.5456E-03,33.8033E-03,20.2999,9.70069E+06
32,11.6365E-03,33.8034E-03,20.1241,8.69391E+06
33,8.72736E-03,33.8034E-03,20.0514,8.09068E+06
34,5.81824E-03,33.8034E-03,20.0218,7.72515E+06
35,2.90912E-03,33.8034E-03,20.0104,7.46916E+06
36,39.7442E-36,33.8034E-03,20.0069,7.58140E+06
37,32.0011E-03,30.4694E-03,62.6758,2.71259E+06
38,29.0914E-03,30.4695E-03,38.1866,11.5768E+06
39,26.1821E-03,30.4696E-03,28.6864,14.7136E+06
40,23.2729E-03,30.4697E-03,24.0740,15.9925E+06
41,20.3637E-03,30.4698E-03,21.8210,15.6669E+06
42,17.4546E-03,30.4699E-03,20.7829,12.2442E+06
43,14.5455E-03,30.4700E-03,20.3273,8.60665E+06
44,11.6364E-03,30.4700E-03,20.1362,6.62424E+06
45,8.72731E-03,30.4701E-03,20.0539,5.94442E+06
46,5.81821E-03,30.4701E-03,20.0200,5.58722E+06
47,2.90911E-03,30.4701E-03,20.0087,5.36608E+06
48,190.291E-39,30.4702E-03,20.0056,5.24846E+06
