NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,9.02022E-03,15.4136E-03,544.540,-2.67711E+06
2,9.02039E-03,22.4294E-03,545.135,13.1168E+06
3,11.0249E-03,22.4294E-03,546.044,13.9361E+06
4,11.0251E-03,30.4474E-03,545.392,22.5523E+06
5,367.805E-12,30.4475E-03,542.611,25.3624E+06
6,367.805E-12,12.5073E-03,541.484,56.6456E+03
7,8.01793E-03,12.4069E-03,542.694,701.717E+03
8,9.02018E-03,12.4069E-03,542.764,401.945E+03
11,9.02025E-03,16.2502E-03,544.945,-2.70106E+06
12,9.02028E-03,17.1980E-03,545.058,823.552E+03
13,9.02030E-03,18.2720E-03,545.185,3.80713E+06
14,9.02033E-03,19.4887E-03,545.236,6.63518E+06
15,9.02036E-03,20.8674E-03,545.289,9.50160E+06
16,11.0250E-03,24.4339E-03,546.023,15.7250E+06
17,11.0250E-03,27.0453E-03,545.855,20.0331E+06
18,7.35002E-03,30.4474E-03,543.890,23.4993E+06
19,3.67500E-03,30.4475E-03,543.001,24.9043E+06
20,367.805E-12,27.2590E-03,542.328,23.7052E+06
21,367.805E-12,24.6076E-03,542.255,19.8937E+06
22,367.805E-12,22.4027E-03,542.299,15.2251E+06
23,367.805E-12,20.5693E-03,542.220,11.1918E+06
24,367.805E-12,19.0446E-03,542.100,8.24149E+06
25,367.805E-12,17.7768E-03,541.988,5.84222E+06
26,367.805E-12,16.7225E-03,541.876,4.42318E+06
27,367.805E-12,15.8458E-03,541.783,3.40976E+06
28,367.805E-12,15.1168E-03,541.705,2.40183E+06
29,367.805E-12,14.5106E-03,541.643,1.59121E+06
30,367.805E-12,14.0064E-03,541.596,985.42E+03
31,367.805E-12,13.5872E-03,541.560,533.408E+03
32,367.805E-12,13.2386E-03,541.532,236.919E+03
33,367.805E-12,12.9488E-03,541.512,137.999E+03
34,367.805E-12,12.7077E-03,541.496,90.4675E+03
35,200.468E-06,12.5072E-03,541.485,37.5661E+03
36,400.936E-06,12.5070E-03,541.488,-40.9875E+03
37,601.403E-06,12.5067E-03,541.494,-36.8357E+03
38,801.870E-06,12.5063E-03,541.501,30.9084E+03
39,1.00234E-03,12.5057E-03,541.511,26.6163E+03
40,1.20280E-03,12.5050E-03,541.523,-5.75563E+03
41,1.40327E-03,12.5042E-03,541.536,529.080
42,1.60374E-03,12.5032E-03,541.552,25.1828E+03
43,1.80420E-03,12.5022E-03,541.570,3.54216E+03
44,2.00467E-03,12.5010E-03,541.590,23.2534E+03
45,2.20513E-03,12.4997E-03,541.611,5.05407E+03
46,2.40559E-03,12.4982E-03,541.635,33.4010E+03
47,2.60605E-03,12.4967E-03,541.661,12.2597E+03
48,2.80651E-03,12.4950E-03,541.688,-3.98997E+03
49,3.00697E-03,12.4931E-03,541.718,-72.9982E+03
50,3.20743E-03,12.4912E-03,541.749,-20.0565E+03
51,3.40789E-03,12.4891E-03,541.782,69.7400E+03
52,3.60835E-03,12.4869E-03,541.816,35.3662E+03
53,3.80880E-03,12.4846E-03,541.852,23.3907E+03
54,4.00926E-03,12.4822E-03,541.889,6.51398E+03
55,4.20971E-03,12.4796E-03,541.928,47.5639E+03
56,4.41016E-03,12.4769E-03,541.968,22.2808E+03
57,4.61061E-03,12.4741E-03,542.009,26.8561E+03
58,4.81106E-03,12.4711E-03,542.051,72.7139E+03
59,5.01150E-03,12.4680E-03,542.094,22.4626E+03
60,5.21195E-03,12.4648E-03,542.137,78.4274E+03
61,5.41239E-03,12.4615E-03,542.182,54.0913E+03
62,5.61283E-03,12.4581E-03,542.226,49.2833E+03
