NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,8.07061E-03,7.89787E-03,388.064,1.05975E+06
2,7.93982E-03,7.00142E-03,383.490,987.560E+03
3,9.00085E-03,7.95022E-03,387.643,19.3157E+03
4,7.94047E-03,11.6291E-03,392.864,1.76253E+06
5,8.06924E-03,10.7622E-03,393.259,1.29154E+06
6,9.00133E-03,10.7607E-03,391.316,189.814E+03
7,5.16283E-39,7.99594E-03,388.908,1.48885E+06
8,816.957E-45,7.00207E-03,381.878,-236.643E+03
9,3.83980E-39,10.7375E-03,396.764,1.26742E+06
10,-1.96322E-42,11.7262E-03,395.504,-183.482E+03
11,8.07488E-03,7.71642E-03,387.427,795.849E+03
12,8.07676E-03,7.54311E-03,386.773,658.046E+03
13,8.06349E-03,7.37071E-03,386.024,576.117E+03
14,8.04467E-03,7.19937E-03,385.174,967.260E+03
15,8.20863E-03,7.07166E-03,385.503,1.50602E+06
16,8.38776E-03,7.20681E-03,386.347,512.590E+03
17,8.53045E-03,7.32657E-03,386.933,448.745E+03
18,8.65209E-03,7.44271E-03,387.320,-76.6309E+03
19,8.76670E-03,7.56776E-03,387.582,40.7175E+03
20,8.89650E-03,7.71710E-03,387.714,31.8533E+03
21,8.81289E-03,7.88726E-03,387.887,382.173E+03
22,8.66420E-03,7.87587E-03,387.997,534.076E+03
23,8.51781E-03,7.87040E-03,388.043,636.478E+03
24,8.37310E-03,7.87574E-03,388.068,791.981E+03
25,8.22228E-03,7.88394E-03,388.066,922.812E+03
26,8.05632E-03,11.4480E-03,393.063,1.20208E+06
27,8.07008E-03,11.2839E-03,393.201,791.369E+03
28,8.08103E-03,11.1119E-03,393.264,869.809E+03
29,8.07561E-03,10.9441E-03,393.287,986.601E+03
30,8.22330E-03,10.7837E-03,393.046,1.11833E+06
31,8.37488E-03,10.7995E-03,392.816,980.021E+03
32,8.52029E-03,10.8130E-03,392.577,771.691E+03
33,8.66435E-03,10.8153E-03,392.301,654.154E+03
34,8.81351E-03,10.8121E-03,391.962,435.400E+03
35,8.89842E-03,10.9870E-03,392.100,103.944E+03
36,8.76300E-03,11.1362E-03,392.552,94.7942E+03
37,8.64468E-03,11.2603E-03,392.759,-76.9297E+03
38,8.52447E-03,11.3693E-03,392.863,828.538E+03
39,8.39005E-03,11.4747E-03,392.924,2.12021E+06
40,8.21645E-03,11.5989E-03,392.846,2.93090E+06
41,8.05741E-03,10.5640E-03,393.190,1.53897E+06
42,8.04820E-03,10.3603E-03,393.067,1.77551E+06
43,8.03939E-03,10.1562E-03,392.901,1.91671E+06
44,8.03411E-03,9.94978E-03,392.682,1.97085E+06
45,8.03015E-03,9.74414E-03,392.421,1.94785E+06
46,8.02864E-03,9.53774E-03,392.112,1.90154E+06
47,8.02826E-03,9.33176E-03,391.760,1.85034E+06
48,8.02974E-03,9.12557E-03,391.361,1.83285E+06
49,8.03231E-03,8.91906E-03,390.917,1.81136E+06
50,8.03706E-03,8.71289E-03,390.429,1.76712E+06
51,8.04296E-03,8.50615E-03,389.896,1.66453E+06
52,8.05176E-03,8.30125E-03,389.323,1.50246E+06
53,8.06049E-03,8.09715E-03,388.708,1.28080E+06
54,9.00090E-03,8.15257E-03,387.780,116.506E+03
55,9.00093E-03,8.35342E-03,388.053,126.921E+03
56,9.00094E-03,8.55563E-03,388.359,202.344E+03
57,9.00094E-03,8.75650E-03,388.677,246.547E+03
58,9.00094E-03,8.95804E-03,388.992,309.042E+03
59,9.00094E-03,9.15783E-03,389.294,340.846E+03
60,9.00096E-03,9.35801E-03,389.581,379.872E+03
61,9.00099E-03,9.55800E-03,389.851,383.183E+03
62,9.00103E-03,9.75804E-03,390.102,398.048E+03
63,9.00109E-03,9.95798E-03,390.339,362.774E+03
64,9.00116E-03,10.1579E-03,390.563,354.493E+03
65,9.00123E-03,10.3589E-03,390.789,273.537E+03
66,9.00130E-03,10.5590E-03,391.022,290.252E+03
67,7.86920E-03,7.91536E-03,388.044,1.16835E+06
68,7.66656E-03,7.93289E-03,388.032,1.25417E+06
69,7.45905E-03,7.94719E-03,388.021,1.27024E+06
70,7.25345E-03,7.95750E-03,388.014,1.24286E+06
71,7.04601E-03,7.96574E-03,388.023,1.19346E+06
72,6.84109E-03,7.97056E-03,388.032,1.13160E+06
73,6.63562E-03,7.97516E-03,388.059,1.09219E+06
74,6.43174E-03,7.97759E-03,388.084,1.07479E+06
75,6.22766E-03,7.98032E-03,388.122,1.08201E+06
76,6.02457E-03,7.98168E-03,388.157,1.09028E+06
77,5.82139E-03,7.98344E-03,388.200,1.11402E+06
78,5.61887E-03,7.98434E-03,388.240,1.13695E+06
79,5.41632E-03,7.98559E-03,388.284,1.16639E+06
80,5.21425E-03,7.98629E-03,388.325,1.19730E+06
81,5.01218E-03,7.98725E-03,388.369,1.22923E+06
82,4.81048E-03,7.98786E-03,388.409,1.26161E+06
83,4.60879E-03,7.98864E-03,388.450,1.29096E+06
84,4.40742E-03,7.98920E-03,388.489,1.32371E+06
85,4.20605E-03,7.98985E-03,388.526,1.35258E+06
