NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,9.02035E-03,14.6741E-03,547.368,-3.14615E+06
2,9.02029E-03,21.6900E-03,544.855,3.53554E+06
3,11.0248E-03,21.6899E-03,544.691,5.06522E+06
4,11.0248E-03,29.7079E-03,536.228,21.4292E+06
9,32.0725E-03,14.6741E-03,548.538,440.006E+03
10,32.0719E-03,29.7080E-03,540.130,2.05025E+06
11,9.02033E-03,15.5106E-03,547.064,-3.00870E+06
12,9.02033E-03,16.4585E-03,546.861,-2.07481E+06
13,9.02031E-03,17.5324E-03,546.544,-549.910E+03
14,9.02031E-03,18.7492E-03,546.128,988.215E+03
15,9.02030E-03,20.1279E-03,545.550,2.66671E+06
16,11.0248E-03,23.6945E-03,543.024,9.27128E+06
17,11.0248E-03,26.3059E-03,540.558,16.4703E+06
79,10.0226E-03,14.6740E-03,546.878,-1.07329E+06
80,11.1372E-03,14.6740E-03,546.732,202.273E+03
81,12.3766E-03,14.6740E-03,546.602,-14.1235E+03
82,13.7551E-03,14.6740E-03,546.574,269.452E+03
83,15.2879E-03,14.6740E-03,546.614,233.130E+03
84,16.9927E-03,14.6740E-03,546.724,406.226E+03
85,18.8884E-03,14.6740E-03,546.919,442.604E+03
86,20.9967E-03,14.6739E-03,547.192,697.776E+03
87,23.3412E-03,14.6739E-03,547.575,1.12465E+06
88,25.9485E-03,14.6740E-03,547.972,1.28391E+06
89,28.8480E-03,14.6740E-03,548.525,793.592E+03
90,32.0724E-03,17.6809E-03,548.499,311.719E+03
91,32.0723E-03,20.6877E-03,547.514,385.138E+03
92,32.0722E-03,23.6945E-03,545.505,587.088E+03
93,32.0721E-03,26.7013E-03,542.911,1.31879E+06
94,29.0652E-03,29.7079E-03,539.709,2.97374E+06
95,26.0585E-03,29.7078E-03,539.311,5.59966E+06
96,23.0518E-03,29.7078E-03,538.772,9.17759E+06
97,20.0450E-03,29.7078E-03,538.241,12.8192E+06
98,17.0383E-03,29.7078E-03,537.675,16.2089E+06
99,14.0315E-03,29.7078E-03,537.184,19.6308E+06
334,10.4065E-03,17.7900E-03,546.317,94.7878E+03
335,12.5349E-03,15.7332E-03,546.549,247.549E+03
336,10.5735E-03,19.0268E-03,545.876,1.58351E+06
337,13.8193E-03,15.9882E-03,546.500,557.661E+03
338,15.3964E-03,16.2038E-03,546.520,843.808E+03
339,10.1632E-03,15.6548E-03,546.844,-1.30315E+06
340,10.2694E-03,16.6802E-03,546.613,-1.07840E+06
341,11.3183E-03,15.6872E-03,546.640,209.753E+03
342,13.4648E-03,17.4808E-03,546.245,1.49379E+06
343,11.8605E-03,17.8409E-03,546.193,1.18814E+06
344,15.3313E-03,17.7655E-03,546.202,2.24015E+06
345,17.1030E-03,16.3758E-03,546.618,1.15488E+06
346,11.4983E-03,16.7337E-03,546.493,407.132E+03
347,12.4731E-03,16.5992E-03,546.439,727.235E+03
348,14.1856E-03,20.9242E-03,544.922,5.41573E+06
349,17.0360E-03,18.2632E-03,546.213,2.92257E+06
350,18.9368E-03,16.4814E-03,546.791,1.33937E+06
351,12.3317E-03,21.7801E-03,544.383,5.98216E+06
352,12.4510E-03,20.5856E-03,545.101,4.44910E+06
353,20.9500E-03,16.5664E-03,547.054,1.44172E+06
354,23.1621E-03,16.7491E-03,547.362,1.53193E+06
355,13.7383E-03,23.3974E-03,543.340,8.45557E+06
356,16.4881E-03,20.6174E-03,545.273,5.10899E+06
357,16.8340E-03,23.5772E-03,543.430,8.08431E+06
358,22.7005E-03,18.8652E-03,546.782,2.49054E+06
359,13.9337E-03,26.4794E-03,540.574,15.2891E+06
360,25.6204E-03,17.0666E-03,547.742,1.24812E+06
361,29.3391E-03,23.9876E-03,545.059,1.35838E+06
362,26.6485E-03,19.7198E-03,547.108,965.634E+03
363,29.2866E-03,21.1370E-03,546.865,781.283E+03
364,26.3100E-03,26.8809E-03,542.245,4.57817E+06
365,23.2355E-03,26.7680E-03,541.858,7.39987E+06
366,20.0763E-03,26.5573E-03,541.501,10.2314E+06
367,16.9603E-03,26.5389E-03,541.023,12.8582E+06
368,20.7488E-03,18.4722E-03,546.570,2.89063E+06
369,18.9525E-03,20.6750E-03,545.473,4.86498E+06
370,24.8026E-03,19.2697E-03,546.998,1.71253E+06
371,29.2319E-03,26.8447E-03,542.727,2.26484E+06
372,26.5738E-03,24.1875E-03,544.567,2.97549E+06
373,23.5867E-03,24.0723E-03,544.125,4.73510E+06
374,20.2195E-03,23.3366E-03,544.133,6.23039E+06
375,21.9125E-03,21.0615E-03,545.727,3.92299E+06
376,24.1909E-03,21.6305E-03,545.832,3.03039E+06
377,20.5379E-03,20.1060E-03,545.931,4.05237E+06
378,26.7628E-03,21.6856E-03,546.159,1.75990E+06
379,28.5837E-03,18.0014E-03,547.967,607.315E+03
380,18.8712E-03,18.4448E-03,546.357,3.17737E+06
381,10.7592E-03,20.3613E-03,545.309,3.21796E+06
382,12.1937E-03,19.1559E-03,545.738,2.60988E+06
383,13.7734E-03,19.1857E-03,545.744,3.23126E+06
384,15.1354E-03,19.1145E-03,545.780,3.46370E+06
