NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,9.01770E-03,14.6464E-03,478.480,-154.981E+03
2,9.01763E-03,21.6603E-03,476.237,3.04076E+06
3,11.0215E-03,21.6603E-03,475.945,4.15974E+06
4,11.0215E-03,29.6758E-03,468.601,19.5302E+06
5,367.805E-12,29.6759E-03,467.177,24.1885E+06
6,367.805E-12,11.7406E-03,480.466,128.523E+03
7,8.01575E-03,11.6405E-03,479.800,15.2429E+06
8,9.01774E-03,11.6405E-03,479.746,2.65607E+06
11,9.01768E-03,15.4828E-03,478.169,-2.42252E+06
12,9.01767E-03,16.4303E-03,477.982,-1.44092E+06
13,9.01766E-03,17.5040E-03,477.693,-513.681E+03
14,9.01765E-03,18.7204E-03,477.328,352.759E+03
15,9.01764E-03,20.0987E-03,476.818,1.32612E+06
16,11.0215E-03,23.6642E-03,474.483,6.14945E+06
17,11.0215E-03,26.2748E-03,472.342,13.8347E+06
18,7.34767E-03,29.6758E-03,467.484,20.9188E+06
19,3.67384E-03,29.6758E-03,467.344,23.2480E+06
20,367.805E-12,26.4884E-03,472.022,16.0177E+06
21,367.805E-12,23.8377E-03,474.849,5.84588E+06
22,367.805E-12,21.6335E-03,476.858,3.23692E+06
23,367.805E-12,19.8005E-03,477.943,2.08354E+06
24,367.805E-12,18.2763E-03,478.761,1.24523E+06
25,367.805E-12,17.0088E-03,479.286,718.523E+03
26,367.805E-12,15.9548E-03,479.666,407.577E+03
27,367.805E-12,15.0783E-03,479.922,179.217E+03
28,367.805E-12,14.3495E-03,480.101,93.1504E+03
29,367.805E-12,13.7434E-03,480.224,30.1172E+03
30,367.805E-12,13.2394E-03,480.310,46.4612E+03
31,367.805E-12,12.8203E-03,480.368,39.4624E+03
32,367.805E-12,12.4718E-03,480.408,-53.5279E+03
33,367.805E-12,12.1820E-03,480.435,233.582E+03
34,367.805E-12,11.9410E-03,480.454,295.341E+03
35,200.415E-06,11.7406E-03,480.466,183.751E+03
36,400.833E-06,11.7404E-03,480.464,-14.5312E+03
37,601.244E-06,11.7401E-03,480.461,-149.203E+03
38,801.663E-06,11.7396E-03,480.457,-34.6534E+03
39,1.00207E-03,11.7391E-03,480.452,152.114E+03
40,1.20249E-03,11.7384E-03,480.446,-109.923E+03
41,1.40290E-03,11.7376E-03,480.439,12.4772E+03
42,1.60332E-03,11.7366E-03,480.430,37.0389E+03
43,1.80373E-03,11.7355E-03,480.421,-65.1785E+03
44,2.00414E-03,11.7344E-03,480.411,42.3902E+03
45,2.20455E-03,11.7330E-03,480.400,-35.0384E+03
46,2.40497E-03,11.7316E-03,480.387,27.7478E+03
47,2.60537E-03,11.7300E-03,480.374,-45.4218E+03
48,2.80578E-03,11.7284E-03,480.360,50.8725E+03
49,3.00619E-03,11.7265E-03,480.344,-96.7871E+03
50,3.20660E-03,11.7246E-03,480.328,14.5106E+03
51,3.40700E-03,11.7225E-03,480.311,-2.90297E+03
