NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,9.02112E-03,7.01908E-03,565.325,3.72776E+06
2,9.02112E-03,4.01203E-03,565.250,837.533E+03
3,11.0258E-03,4.01204E-03,565.213,677.202E+03
4,11.0258E-03,-4.00673E-03,563.987,1.35503E+06
5,32.0749E-03,-4.00684E-03,562.931,2.51091E+06
6,32.0751E-03,11.0283E-03,563.922,2.74889E+06
7,9.02114E-03,11.0285E-03,565.377,455.456E+03
10,9.02112E-03,6.81861E-03,565.322,2.78575E+06
11,9.02112E-03,6.54487E-03,565.318,1.99848E+06
12,9.02112E-03,6.17108E-03,565.310,1.69573E+06
13,9.02112E-03,5.66068E-03,565.298,1.37666E+06
14,9.02112E-03,4.96372E-03,565.281,1.01534E+06
15,10.0235E-03,4.01204E-03,565.243,851.666E+03
16,11.0258E-03,3.00969E-03,565.147,667.136E+03
17,11.0258E-03,1.51789E-03,565.022,677.176E+03
18,11.0258E-03,-702.350E-06,564.763,1.03030E+06
19,14.0328E-03,-4.00673E-03,564.044,1.25636E+06
20,17.0399E-03,-4.00673E-03,564.005,1.05879E+06
21,20.0469E-03,-4.00673E-03,563.954,818.539E+03
22,23.0539E-03,-4.00674E-03,563.859,563.087E+03
23,26.0609E-03,-4.00675E-03,563.720,566.095E+03
24,29.0679E-03,-4.00678E-03,563.509,1.59706E+06
25,32.0750E-03,-999.797E-06,563.799,2.10878E+06
26,32.0750E-03,2.00724E-03,564.459,1.55545E+06
27,32.0751E-03,5.01428E-03,564.194,1.74762E+06
28,32.0751E-03,8.02131E-03,563.928,2.41995E+06
29,28.8504E-03,11.0284E-03,564.481,2.26344E+06
30,25.9507E-03,11.0284E-03,564.833,1.51440E+06
31,23.3432E-03,11.0284E-03,565.026,1.10237E+06
32,20.9985E-03,11.0284E-03,565.144,873.428E+03
33,18.8901E-03,11.0285E-03,565.220,712.691E+03
34,16.9942E-03,11.0285E-03,565.268,510.985E+03
35,15.2894E-03,11.0285E-03,565.301,304.808E+03
36,13.7563E-03,11.0285E-03,565.324,101.571E+03
37,12.3778E-03,11.0285E-03,565.342,65.3215E+03
38,11.1382E-03,11.0285E-03,565.355,56.6103E+03
39,10.0235E-03,11.0285E-03,565.367,210.546E+03
40,9.02114E-03,10.0610E-03,565.376,647.527E+03
41,9.02113E-03,9.28833E-03,565.366,915.757E+03
42,9.02113E-03,8.67126E-03,565.358,1.00508E+06
43,9.02113E-03,8.17845E-03,565.349,1.18423E+06
44,9.02112E-03,7.78489E-03,565.340,1.72840E+06
45,9.02112E-03,7.47057E-03,565.334,2.38870E+06
46,9.02112E-03,7.21956E-03,565.329,3.36024E+06
102,9.38972E-03,6.47039E-03,565.314,1.87670E+06
103,9.64210E-03,7.85266E-03,565.339,1.67504E+06
104,9.63378E-03,8.26840E-03,565.347,1.29087E+06
105,9.51337E-03,6.13846E-03,565.305,1.53998E+06
106,9.71572E-03,8.76852E-03,565.354,975.395E+03
107,9.66640E-03,5.62601E-03,565.292,1.19084E+06
108,9.84179E-03,9.40138E-03,565.361,710.878E+03
109,9.84606E-03,4.92050E-03,565.267,942.793E+03
110,10.6382E-03,5.11666E-03,565.266,763.447E+03
111,12.9519E-03,3.85937E-03,565.166,541.705E+03
112,11.0522E-03,10.0931E-03,565.354,171.925E+03
113,12.4228E-03,9.76891E-03,565.337,227.648E+03
114,13.8988E-03,9.91886E-03,565.319,207.313E+03
115,9.48013E-03,7.01249E-03,565.324,2.71753E+06
116,9.64282E-03,7.47069E-03,565.332,2.07584E+06
117,9.55669E-03,6.69587E-03,565.317,1.82862E+06
118,10.1505E-03,8.27351E-03,565.343,1.26356E+06
119,10.2762E-03,5.82106E-03,565.289,874.427E+03
120,10.4351E-03,8.65710E-03,565.346,872.943E+03
121,12.0543E-03,5.20001E-03,565.244,527.170E+03
122,11.7112E-03,8.89372E-03,565.336,451.325E+03
123,13.2207E-03,8.71776E-03,565.317,395.842E+03
124,9.88795E-03,6.83150E-03,565.318,1.03576E+06
125,9.93004E-03,6.30823E-03,565.306,1.15766E+06
126,10.3432E-03,7.53734E-03,565.328,1.25794E+06
127,11.4208E-03,5.75373E-03,565.272,585.176E+03
128,11.1041E-03,8.15968E-03,565.332,764.528E+03
129,13.9872E-03,9.08925E-03,565.310,330.193E+03
130,13.1515E-03,4.87563E-03,565.216,473.026E+03
131,12.4734E-03,8.28854E-03,565.319,480.151E+03
132,11.2548E-03,7.03825E-03,565.309,717.192E+03
133,10.8386E-03,6.28982E-03,565.296,709.247E+03
134,12.6983E-03,6.05846E-03,565.265,454.982E+03
135,14.2699E-03,3.11213E-03,565.100,419.274E+03
136,12.5782E-03,7.17277E-03,565.297,503.620E+03
137,15.3622E-03,9.66582E-03,565.294,306.703E+03
138,12.0241E-03,6.50475E-03,565.287,513.815E+03
139,14.3517E-03,3.97277E-03,565.152,385.548E+03
140,13.3876E-03,6.73016E-03,565.276,427.464E+03
141,13.2929E-03,5.62119E-03,565.242,422.344E+03
142,15.0332E-03,8.49880E-03,565.287,340.523E+03
143,15.6832E-03,5.24550E-03,565.192,263.133E+03
144,15.3149E-03,2.48530E-03,565.044,322.688E+03
145,14.0146E-03,1.03399E-03,564.939,490.811E+03
146,14.0875E-03,5.97259E-03,565.243,376.763E+03
147,13.1035E-03,2.73784E-03,565.097,560.473E+03
148,15.1891E-03,6.56701E-03,565.244,332.683E+03
149,15.7405E-03,3.87486E-03,565.127,246.678E+03
150,16.7412E-03,7.44787E-03,565.238,266.813E+03
151,17.2366E-03,5.53611E-03,565.174,128.581E+03
152,17.3311E-03,2.08975E-03,564.986,74.5758E+03
153,17.0730E-03,9.29148E-03,565.259,405.882E+03
154,13.9263E-03,-1.29764E-03,564.622,887.139E+03
155,21.2976E-03,8.84979E-03,565.122,512.893E+03
156,18.9828E-03,7.34851E-03,565.180,118.933E+03
157,17.0598E-03,305.494E-06,564.815,121.739E+03
158,19.0574E-03,9.09140E-03,565.205,455.568E+03
159,16.9499E-03,-1.70720E-03,564.533,600.718E+03
160,19.3403E-03,3.94921E-03,565.056,-211.853E+03
161,19.6012E-03,2.14981E-03,564.936,-250.015E+03
162,21.1248E-03,6.97693E-03,565.097,-40.8808E+03
163,19.8814E-03,-1.85362E-03,564.447,287.648E+03
164,19.7553E-03,205.378E-06,564.753,-248.199E+03
165,21.9413E-03,2.53569E-03,564.889,-472.956E+03
166,22.3339E-03,390.939E-06,564.687,-460.121E+03
167,21.3824E-03,4.43264E-03,565.008,-403.974E+03
168,26.3110E-03,8.35833E-03,564.794,1.13033E+06
169,20.5654E-03,5.71723E-03,565.085,-261.052E+03
