NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,8.08714E-03,7.91782E-03,549.919,-266.816E+03
2,7.95551E-03,7.01640E-03,547.135,789.336E+03
3,9.02012E-03,7.97133E-03,547.160,771.192E+03
4,7.95536E-03,11.6704E-03,552.404,-935.384E+03
5,8.08522E-03,10.7970E-03,552.581,-706.757E+03
6,9.02006E-03,10.7930E-03,548.541,-559.611E+03
7,1.50034E-39,8.01583E-03,553.612,-1.69470E+06
8,-1.38165E-39,7.01634E-03,546.712,-1.12477E+06
9,768.239E-42,10.7745E-03,557.771,-1.86289E+06
10,290.809E-42,11.7690E-03,554.105,-1.7972E+06
11,8.09143E-03,7.73544E-03,549.586,-56.8944E+03
12,8.09329E-03,7.56124E-03,549.220,140.017E+03
13,8.07996E-03,7.38797E-03,548.785,362.645E+03
14,8.06098E-03,7.21566E-03,548.243,576.294E+03
15,8.22563E-03,7.08827E-03,548.366,1.09639E+06
16,8.40534E-03,7.22420E-03,548.738,1.21972E+06
17,8.54846E-03,7.34472E-03,548.885,1.28162E+06
18,8.67049E-03,7.46150E-03,548.867,1.25157E+06
19,8.78542E-03,7.58718E-03,548.684,1.27506E+06
20,8.91559E-03,7.73723E-03,548.316,1.07343E+06
21,8.83157E-03,7.90796E-03,548.107,628.024E+03
22,8.68241E-03,7.89638E-03,548.596,444.072E+03
23,8.53556E-03,7.89072E-03,548.993,260.446E+03
24,8.39042E-03,7.89592E-03,549.327,99.1956E+03
25,8.23920E-03,7.90398E-03,549.635,-74.0660E+03
26,8.07162E-03,11.4871E-03,552.602,-572.134E+03
27,8.08565E-03,11.3217E-03,552.679,-299.372E+03
28,8.09674E-03,11.1486E-03,552.672,-438.612E+03
29,8.09148E-03,10.9799E-03,552.647,-560.689E+03
30,8.23961E-03,10.8181E-03,552.135,-490.189E+03
31,8.39157E-03,10.8334E-03,551.648,-318.407E+03
32,8.53742E-03,10.8465E-03,551.142,-195.924E+03
33,8.68194E-03,10.8485E-03,550.559,-124.329E+03
34,8.83161E-03,10.8449E-03,549.862,-282.636E+03
35,8.91678E-03,11.0203E-03,550.328,149.034E+03
36,8.78092E-03,11.1704E-03,551.162,94.3147E+03
37,8.66222E-03,11.2952E-03,551.717,81.3457E+03
38,8.54162E-03,11.4051E-03,552.088,131.499E+03
39,8.40685E-03,11.5114E-03,552.358,382.958E+03
40,8.23298E-03,11.6365E-03,552.494,701.188E+03
41,8.07349E-03,10.5976E-03,552.506,-869.419E+03
42,8.06434E-03,10.3929E-03,552.404,-982.753E+03
43,8.05559E-03,10.1876E-03,552.300,-1.06776E+06
44,8.05035E-03,9.98017E-03,552.174,-1.10307E+06
45,8.04643E-03,9.77348E-03,552.041,-1.11117E+06
46,8.04495E-03,9.56603E-03,551.887,-1.09545E+06
47,8.04459E-03,9.35900E-03,551.719,-1.06335E+06
48,8.04609E-03,9.15177E-03,551.529,-1.00480E+06
49,8.04869E-03,8.94422E-03,551.320,-930.800E+03
50,8.05345E-03,8.73701E-03,551.086,-837.647E+03
51,8.05938E-03,8.52922E-03,550.832,-727.662E+03
52,8.06821E-03,8.32327E-03,550.551,-600.297E+03
53,8.07699E-03,8.11812E-03,550.249,-451.403E+03
54,9.02011E-03,8.17443E-03,546.524,156.713E+03
55,9.02011E-03,8.37604E-03,546.428,283.808E+03
56,9.02010E-03,8.57903E-03,546.417,103.520E+03
57,9.02010E-03,8.78069E-03,546.455,71.7469E+03
58,9.02010E-03,8.98302E-03,546.509,-69.0125E+03
59,9.02009E-03,9.18360E-03,546.576,-116.181E+03
60,9.02009E-03,9.38458E-03,546.648,-240.507E+03
61,9.02009E-03,9.58537E-03,546.727,-284.882E+03
62,9.02008E-03,9.78623E-03,546.813,-408.495E+03
63,9.02008E-03,9.98698E-03,546.919,-447.071E+03
64,9.02008E-03,10.1877E-03,547.049,-606.976E+03
65,9.02007E-03,10.3895E-03,547.247,-625.087E+03
66,9.02007E-03,10.5904E-03,547.559,-960.858E+03
67,7.88528E-03,7.93523E-03,550.259,-450.740E+03
68,7.68218E-03,7.95275E-03,550.572,-609.374E+03
69,7.47425E-03,7.96707E-03,550.867,-735.565E+03
70,7.26819E-03,7.97744E-03,551.130,-802.637E+03
71,7.06032E-03,7.98573E-03,551.379,-884.167E+03
72,6.85494E-03,7.99061E-03,551.596,-946.584E+03
73,6.64904E-03,7.99525E-03,551.804,-1.01095E+06
74,6.44471E-03,7.99771E-03,551.985,-1.06672E+06
75,6.24020E-03,8.00046E-03,552.157,-1.12053E+06
76,6.03667E-03,8.00184E-03,552.308,-1.16878E+06
77,5.83307E-03,8.00361E-03,552.449,-1.21451E+06
78,5.63012E-03,8.00451E-03,552.573,-1.25616E+06
79,5.42715E-03,8.00575E-03,552.688,-1.29533E+06
80,5.22467E-03,8.00644E-03,552.789,-1.33142E+06
81,5.02218E-03,8.00738E-03,552.883,-1.36538E+06
82,4.82007E-03,8.00797E-03,552.965,-1.39679E+06
83,4.61797E-03,8.00874E-03,553.041,-1.42626E+06
84,4.41618E-03,8.00927E-03,553.108,-1.45322E+06
85,4.21442E-03,8.00990E-03,553.169,-1.47843E+06
86,4.01292E-03,8.01040E-03,553.223,-1.50134E+06
87,3.81144E-03,8.01092E-03,553.272,-1.52282E+06
88,3.61020E-03,8.01137E-03,553.316,-1.54221E+06
89,3.40896E-03,8.01179E-03,553.355,-1.56046E+06
90,3.20796E-03,8.01219E-03,553.390,-1.57680E+06
91,3.00693E-03,8.01254E-03,553.421,-1.59223E+06
92,2.80615E-03,8.01287E-03,553.449,-1.60590E+06
93,2.60532E-03,8.01319E-03,553.474,-1.61885E+06
94,2.40472E-03,8.01347E-03,553.496,-1.63015E+06
95,2.20406E-03,8.01380E-03,553.516,-1.64091E+06
96,2.00359E-03,8.01406E-03,553.533,-1.65007E+06
97,1.80306E-03,8.01438E-03,553.549,-1.65883E+06
98,1.60265E-03,8.01463E-03,553.562,-1.66603E+06
99,1.40223E-03,8.01491E-03,553.574,-1.67279E+06
100,1.20187E-03,8.01513E-03,553.584,-1.67830E+06
101,1.00151E-03,8.01534E-03,553.593,-1.68257E+06
102,801.186E-06,8.01551E-03,553.599,-1.68696E+06
103,600.870E-06,8.01564E-03,553.605,-1.68905E+06
104,400.577E-06,8.01574E-03,553.609,-1.69247E+06
105,200.281E-06,8.01580E-03,553.611,-1.69278E+06
106,-2.14542E-39,7.81714E-03,552.487,-1.64738E+06
107,-2.43132E-39,7.61789E-03,551.238,-1.59440E+06
108,-3.47513E-39,7.41812E-03,549.863,-1.45700E+06
109,-4.19859E-39,7.21756E-03,548.355,-1.25873E+06
110,198.597E-06,7.01634E-03,546.711,-1.12654E+06
111,397.170E-06,7.01634E-03,546.710,-1.12828E+06
112,595.933E-06,7.01634E-03,546.709,-1.12680E+06
113,794.578E-06,7.01634E-03,546.707,-1.12475E+06
114,993.258E-06,7.01634E-03,546.705,-1.12173E+06
115,1.19197E-03,7.01634E-03,546.702,-1.11830E+06
116,1.39065E-03,7.01634E-03,546.699,-1.11306E+06
117,1.58978E-03,7.01634E-03,546.695,-1.10777E+06
118,1.78850E-03,7.01634E-03,546.690,-1.09993E+06
119,1.98755E-03,7.01634E-03,546.686,-1.09207E+06
120,2.18670E-03,7.01634E-03,546.680,-1.08276E+06
121,2.38564E-03,7.01634E-03,546.675,-1.07245E+06
122,2.58537E-03,7.01634E-03,546.668,-1.06173E+06
