NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,7.90656E-03,7.98798E-03,119.525,3.90784E+06
2,7.90781E-03,6.98708E-03,150.744,519.348E+03
3,8.90730E-03,7.98914E-03,114.022,6.35386E+06
4,7.90282E-03,11.7901E-03,82.3061,52.9301E+03
5,7.90373E-03,10.7896E-03,84.4224,2.13312E+06
6,8.90424E-03,10.7906E-03,87.5286,-9.11327E+03
7,289.201E-39,7.98393E-03,123.794,1.38098E+06
8,-5.66361E-39,6.98294E-03,153.888,-816.582E+03
9,-310.795E-39,10.7855E-03,80.7351,616.232E+03
10,-312.764E-42,11.7860E-03,78.5706,499.451E+03
11,7.90677E-03,7.80354E-03,123.753,3.18226E+06
12,7.90700E-03,7.62015E-03,128.408,2.51943E+06
13,7.90722E-03,7.43739E-03,133.618,2.20211E+06
14,7.90748E-03,7.23869E-03,140.204,2.07311E+06
15,8.09580E-03,7.17558E-03,137.501,944.076E+03
16,8.24213E-03,7.32231E-03,130.342,2.91157E+06
17,8.36836E-03,7.44887E-03,125.385,4.48747E+06
18,8.48288E-03,7.56368E-03,121.684,5.51545E+06
19,8.59823E-03,7.67931E-03,118.684,6.17728E+06
20,8.73038E-03,7.81179E-03,116.024,6.55938E+06
21,8.68945E-03,7.98888E-03,114.526,6.17453E+06
22,8.52255E-03,7.98868E-03,115.290,5.82515E+06
23,8.36768E-03,7.98850E-03,116.220,5.44942E+06
24,8.21501E-03,7.98833E-03,117.267,4.99713E+06
25,8.06058E-03,7.98815E-03,118.392,4.47057E+06
26,7.90305E-03,11.5364E-03,82.3203,818.827E+03
27,7.90323E-03,11.3390E-03,82.5789,1.14748E+06
28,7.90340E-03,11.1549E-03,83.0207,1.42624E+06
29,7.90356E-03,10.9752E-03,83.6238,1.75439E+06
30,8.05932E-03,10.7898E-03,84.7445,1.80830E+06
31,8.21405E-03,10.7899E-03,85.1104,1.51330E+06
32,8.36749E-03,10.7901E-03,85.5248,1.27356E+06
33,8.52001E-03,10.7902E-03,85.9950,1.05401E+06
34,8.68737E-03,10.7904E-03,86.5866,755.136E+03
35,8.72563E-03,10.9689E-03,85.9933,296.625
36,8.58681E-03,11.1074E-03,84.9330,97.8554E+03
37,8.46697E-03,11.2270E-03,84.1368,156.771E+03
38,8.35336E-03,11.3404E-03,83.4903,173.727E+03
39,8.23478E-03,11.4588E-03,82.9422,166.520E+03
40,8.09530E-03,11.5980E-03,82.5420,76.7693E+03
41,7.90391E-03,10.5895E-03,85.4823,2.48438E+06
42,7.90409E-03,10.3894E-03,86.7504,2.69232E+06
43,7.90428E-03,10.1893E-03,88.2296,2.72539E+06
44,7.90446E-03,9.98923E-03,89.9229,3.04595E+06
45,7.90465E-03,9.78912E-03,91.8327,3.58495E+06
46,7.90485E-03,9.58901E-03,93.9610,4.22773E+06
47,7.90504E-03,9.38890E-03,96.3096,4.73349E+06
48,7.90525E-03,9.18879E-03,98.8805,5.10387E+06
49,7.90545E-03,8.98867E-03,101.677,5.34534E+06
50,7.90566E-03,8.78854E-03,104.706,5.44724E+06
51,7.90588E-03,8.58841E-03,107.977,5.38054E+06
52,7.90610E-03,8.38828E-03,111.512,5.11600E+06
53,7.90633E-03,8.18813E-03,115.343,4.61565E+06
54,8.90705E-03,8.18927E-03,112.507,5.37897E+06
55,8.90681E-03,8.38940E-03,110.204,4.19139E+06
56,8.90656E-03,8.58952E-03,107.720,3.27559E+06
57,8.90633E-03,8.78964E-03,105.196,2.55045E+06
58,8.90610E-03,8.98974E-03,102.717,1.92319E+06
59,8.90587E-03,9.18985E-03,100.337,1.34848E+06
60,8.90565E-03,9.38995E-03,98.0930,896.671E+03
61,8.90543E-03,9.59005E-03,96.0039,612.704E+03
62,8.90523E-03,9.79014E-03,94.0849,403.791E+03
63,8.90502E-03,9.99023E-03,92.3474,364.729E+03
64,8.90482E-03,10.1903E-03,90.8002,317.090E+03
65,8.90463E-03,10.3904E-03,89.4540,242.475E+03
66,8.90444E-03,10.5905E-03,88.3214,29.4548E+03
67,7.70890E-03,7.98777E-03,120.922,3.54185E+06
68,7.51125E-03,7.98756E-03,122.193,3.45676E+06
69,7.31359E-03,7.98737E-03,123.295,3.41251E+06
70,7.11593E-03,7.98717E-03,124.211,3.29772E+06
71,6.91827E-03,7.98699E-03,124.948,3.20241E+06
72,6.72061E-03,7.98681E-03,125.522,3.03523E+06
73,6.52294E-03,7.98664E-03,125.957,2.83017E+06
74,6.32528E-03,7.98647E-03,126.274,2.61126E+06
75,6.12761E-03,7.98631E-03,126.494,2.39477E+06
76,5.92995E-03,7.98616E-03,126.634,2.19135E+06
77,5.73228E-03,7.98601E-03,126.708,2.00771E+06
78,5.53461E-03,7.98586E-03,126.728,1.84758E+06
79,5.33694E-03,7.98573E-03,126.705,1.71222E+06
80,5.13928E-03,7.98559E-03,126.646,1.60093E+06
81,4.94161E-03,7.98547E-03,126.558,1.51154E+06
82,4.74394E-03,7.98535E-03,126.446,1.44112E+06
83,4.54628E-03,7.98523E-03,126.316,1.38659E+06
84,4.34861E-03,7.98512E-03,126.173,1.34509E+06
85,4.15094E-03,7.98501E-03,126.019,1.31412E+06
86,3.95328E-03,7.98491E-03,125.858,1.29158E+06
87,3.75561E-03,7.98481E-03,125.694,1.27576E+06
88,3.55795E-03,7.98472E-03,125.528,1.26524E+06
89,3.36028E-03,7.98464E-03,125.364,1.25890E+06
90,3.16262E-03,7.98456E-03,125.204,1.25581E+06
91,2.96495E-03,7.98448E-03,125.047,1.25524E+06
92,2.76729E-03,7.98441E-03,124.897,1.25658E+06
93,2.56962E-03,7.98434E-03,124.754,1.25936E+06
94,2.37196E-03,7.98428E-03,124.618,1.26318E+06
95,2.17429E-03,7.98422E-03,124.492,1.26773E+06
96,1.97663E-03,7.98417E-03,124.374,1.27274E+06
97,1.77897E-03,7.98413E-03,124.267,1.27801E+06
98,1.58130E-03,7.98408E-03,124.170,1.28336E+06
99,1.38364E-03,7.98405E-03,124.084,1.28864E+06
100,1.18598E-03,7.98402E-03,124.008,1.29372E+06
101,988.314E-06,7.98399E-03,123.944,1.29845E+06
102,790.651E-06,7.98397E-03,123.891,1.30258E+06
103,592.988E-06,7.98395E-03,123.850,1.30574E+06
104,395.326E-06,7.98394E-03,123.820,1.30684E+06
105,197.663E-06,7.98393E-03,123.801,1.29730E+06
106,-277.953E-39,7.78376E-03,129.140,370.914E+03
107,-270.900E-39,7.58357E-03,134.816,85.3526E+03
108,-247.109E-39,7.38338E-03,140.829,31.5105E+03
109,68.2529E-39,7.18317E-03,147.184,-166.498E+03
110,197.687E-06,6.98295E-03,153.899,-473.311E+03
111,395.375E-06,6.98295E-03,153.923,-416.428E+03
112,593.062E-06,6.98296E-03,153.964,-415.367E+03
113,790.749E-06,6.98298E-03,154.020,-416.961E+03
114,988.436E-06,6.98300E-03,154.093,-418.159E+03
115,1.18612E-03,6.98303E-03,154.182,-419.213E+03
116,1.38381E-03,6.98306E-03,154.288,-420.144E+03
117,1.58150E-03,6.98310E-03,154.410,-421.038E+03
118,1.77919E-03,6.98314E-03,154.548,-421.938E+03
119,1.97688E-03,6.98318E-03,154.703,-422.908E+03
120,2.17456E-03,6.98323E-03,154.874,-423.990E+03
121,2.37225E-03,6.98329E-03,155.061,-425.196E+03
122,2.56994E-03,6.98334E-03,155.264,-426.537E+03
123,2.76763E-03,6.98341E-03,155.483,-428.050E+03
124,2.96532E-03,6.98348E-03,155.718,-429.779E+03
125,3.16301E-03,6.98355E-03,155.968,-431.786E+03
126,3.36070E-03,6.98363E-03,156.234,-434.169E+03
127,3.55839E-03,6.98372E-03,156.515,-437.025E+03
128,3.75608E-03,6.98380E-03,156.809,-440.362E+03
129,3.95378E-03,6.98390E-03,157.114,-444.216E+03
130,4.15147E-03,6.98400E-03,157.429,-448.831E+03
131,4.34916E-03,6.98410E-03,157.754,-454.519E+03
132,4.54686E-03,6.98421E-03,158.085,-461.295E+03
133,4.74455E-03,6.98432E-03,158.411,-468.613E+03
134,4.94225E-03,6.98444E-03,158.712,-475.816E+03
135,5.13994E-03,6.98457E-03,158.990,-483.438E+03
136,5.33764E-03,6.98470E-03,159.257,-492.732E+03
137,5.53534E-03,6.98484E-03,159.510,-504.507E+03
138,5.73304E-03,6.98498E-03,159.746,-519.370E+03
139,5.93074E-03,6.98513E-03,159.959,-537.949E+03
140,6.12844E-03,6.98528E-03,160.139,-560.885E+03
141,6.32614E-03,6.98545E-03,160.272,-588.945E+03
142,6.52385E-03,6.98561E-03,160.339,-622.944E+03
143,6.72155E-03,6.98579E-03,160.314,-663.941E+03
144,6.91926E-03,6.98598E-03,160.158,-711.490E+03
