NodeLabel,xCoordinates,yCoordinates,Temperature,Stress
1,9.01842E-03,7.01254E-03,499.519,845.279E+03
2,9.01847E-03,4.00633E-03,498.511,3.38163E+06
3,11.0226E-03,4.00637E-03,498.467,4.56753E+06
4,11.0226E-03,-4.00998E-03,491.051,21.6074E+06
8,-874.375E-42,7.01245E-03,499.190,12.0491E+03
9,62.6732E-39,-4.01004E-03,489.069,27.7211E+06
10,9.01843E-03,6.81213E-03,499.456,1.07603E+06
11,9.01844E-03,6.53846E-03,499.382,1.56835E+06
12,9.01844E-03,6.16478E-03,499.279,1.71983E+06
13,9.01845E-03,5.65451E-03,499.116,1.70587E+06
14,9.01846E-03,4.95775E-03,498.894,2.19349E+06
15,10.0205E-03,4.00635E-03,498.596,4.29384E+06
16,11.0226E-03,3.00430E-03,497.841,5.61038E+06
17,11.0226E-03,1.51293E-03,496.745,8.47295E+06
18,11.0226E-03,-706.645E-06,494.859,15.9500E+06
47,8.81801E-03,7.01253E-03,499.416,763.936E+03
48,8.61760E-03,7.01253E-03,499.374,136.131E+03
49,8.41719E-03,7.01253E-03,499.349,1.50264E+06
50,8.21677E-03,7.01252E-03,499.340,5.08711E+06
51,8.01635E-03,7.01251E-03,499.331,4.78730E+06
52,7.81593E-03,7.01250E-03,499.343,795.799E+03
53,7.61553E-03,7.01250E-03,499.337,-999.773E+03
54,7.41511E-03,7.01249E-03,499.327,-1.31068E+06
55,7.21471E-03,7.01249E-03,499.319,-1.91686E+06
56,7.01430E-03,7.01248E-03,499.311,-2.55437E+06
57,6.81389E-03,7.01248E-03,499.302,-2.72328E+06
58,6.61348E-03,7.01248E-03,499.296,-2.70046E+06
59,6.41308E-03,7.01248E-03,499.288,-2.62687E+06
60,6.21267E-03,7.01248E-03,499.283,-2.45466E+06
61,6.01226E-03,7.01248E-03,499.275,-2.21328E+06
62,5.81185E-03,7.01248E-03,499.268,-1.17197E+06
63,5.61145E-03,7.01248E-03,499.263,-336.275E+03
64,5.41104E-03,7.01247E-03,499.258,-150.279E+03
65,5.21063E-03,7.01247E-03,499.253,-124.069E+03
66,5.01022E-03,7.01247E-03,499.248,-86.1479E+03
67,4.80981E-03,7.01247E-03,499.243,-78.3698E+03
68,4.60940E-03,7.01247E-03,499.239,57.4735E+03
69,4.40900E-03,7.01247E-03,499.234,2.81068E+03
70,4.20859E-03,7.01247E-03,499.229,14.1169E+03
71,4.00818E-03,7.01247E-03,499.225,-16.0264E+03
72,3.80777E-03,7.01246E-03,499.223,-22.0855E+03
73,3.60736E-03,7.01246E-03,499.217,-50.5535E+03
74,3.40695E-03,7.01246E-03,499.212,-46.2491E+03
75,3.20654E-03,7.01246E-03,499.209,17.4615E+03
76,3.00613E-03,7.01246E-03,499.206,-51.7916E+03
77,2.80572E-03,7.01246E-03,499.203,-22.4191E+03
78,2.60532E-03,7.01246E-03,499.200,-19.7220E+03
79,2.40491E-03,7.01246E-03,499.198,-19.1799E+03
80,2.20450E-03,7.01246E-03,499.196,8.25094E+03
81,2.00409E-03,7.01246E-03,499.193,19.6775E+03
82,1.80368E-03,7.01246E-03,499.192,8.94225E+03
83,1.60327E-03,7.01246E-03,499.191,-1.87086E+03
84,1.40286E-03,7.01245E-03,499.191,13.2168E+03
85,1.20245E-03,7.01245E-03,499.190,2.35961E+03
86,1.00204E-03,7.01245E-03,499.190,-12.8837E+03
87,801.636E-06,7.01245E-03,499.190,-1.21695E+03
88,601.227E-06,7.01245E-03,499.190,1.23021E+03
89,400.818E-06,7.01245E-03,499.190,-2.96998E+03
90,200.409E-06,7.01245E-03,499.191,5.57844E+03
91,1.10734E-36,6.81204E-03,499.152,19.8243E+03
92,-2.14197E-36,6.54117E-03,499.090,44.5794E+03
93,-2.76390E-36,6.17509E-03,499.000,59.6429E+03
94,-4.12437E-36,5.68034E-03,498.838,76.3466E+03
95,3.12115E-36,5.01167E-03,498.600,111.829E+03
96,-4.81592E-36,4.10795E-03,498.137,301.721E+03
97,-2.68309E-36,2.88657E-03,497.428,1.12391E+06
98,-7.83131E-36,1.23588E-03,496.044,6.62440E+06
99,13.8486E-36,-995.026E-06,493.581,19.5984E+06
